	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.00229_001	0	0	0	16	0	2	0	0	2	0	1	0	2	7	1	0	0	0	5	4	1	0	0	0
Aqu2.1.00230_001	8	10	0	19	0	6	0	1	2	1	1	0	1	13	3	6	3	1	14	2	0	5	1	2
Aqu2.1.00231_001	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
Aqu2.1.00232_001	0	4	0	3	0	1	0	0	1	0	6	0	0	3	3	0	0	0	2	0	0	0	0	2
Aqu2.1.00233_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Aqu2.1.00234_001	0	8	0	15	0	3	0	0	1	0	0	6	0	3	3	0	1	2	1	3	1	0	0	2
Aqu2.1.00235_001	2	15	24	83	4	7	1	1	56	0	2	7	27	17	417	11	6	23	28	15	1	15	10	3
Aqu2.1.00236_001	0	8	0	9	0	0	0	0	2	1	1	0	0	10	3	0	1	0	7	5	1	1	0	0
Aqu2.1.00237_001	1	4	3	9	0	0	0	0	5	0	1	5	0	2	3	1	0	3	10	4	0	1	4	4
Aqu2.1.00238_001	0	0	0	3	0	4	0	0	11	5	0	1	0	0	6	1	0	0	12	23	2	1	0	2
Aqu2.1.00239_001	0	0	0	6	0	0	0	3	0	0	1	0	0	3	18	0	1	0	2	8	0	8	0	3
Aqu2.1.00240_001	0	0	1	1	0	0	0	0	3	0	1	0	0	6	4	0	4	1	9	0	0	1	0	0
Aqu2.1.00241_001	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
Aqu2.1.00242_001	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0
Aqu2.1.00243_001	1	1	0	3	1	1	1	0	8	7	1	4	0	6	5	0	0	0	2	2	0	4	0	0
Aqu2.1.00244_001	0	5	0	5	1	0	0	0	1	0	0	0	1	1	11	0	2	0	1	1	0	0	0	0
Aqu2.1.00245_001	0	1	0	11	3	3	0	0	27	2	1	0	3	12	23	3	3	1	1	4	1	2	2	1
Aqu2.1.00246_001	1	6	1	8	0	8	1	0	9	3	1	5	10	51	74	4	11	1	36	16	22	20	1	5
Aqu2.1.00247_001	0	0	0	1	0	1	0	0	4	1	4	0	1	1	6	0	0	0	3	2	0	2	0	1
Aqu2.1.00248_001	0	1	1	3	0	3	0	3	0	0	1	0	0	0	0	0	1	0	21	1	2	2	0	0
Aqu2.1.00249_001	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	1	0	0	0	3
Aqu2.1.00250_001	0	1	2	10	0	4	0	5	1	6	5	0	1	2	14	0	2	2	9	7	2	3	0	0
Aqu2.1.00251_001	0	2	1	5	0	1	4	0	4	1	0	0	1	1	3	1	1	0	1	0	0	2	0	1
Aqu2.1.00252_001	0	1	0	9	0	2	3	2	0	0	0	0	1	22	11	0	2	1	2	4	0	1	0	0
Aqu2.1.00253_001	0	4	0	4	1	0	0	0	17	1	0	0	32	12	57	3	2	1	3	6	1	8	0	4
Aqu2.1.00254_001	0	0	1	5	0	2	0	1	5	0	1	1	2	6	5	0	1	1	8	2	5	0	2	2
Aqu2.1.00255_001	0	2	0	4	7	2	0	0	0	0	0	0	0	1	1	0	1	0	4	0	1	0	0	0
Aqu2.1.00256_001	0	0	0	3	0	0	0	0	0	0	0	0	2	2	2	0	1	0	0	0	1	1	0	0
Aqu2.1.00257_001	0	4	0	7	0	1	0	0	0	7	0	6	2	26	18	0	4	2	2	11	0	2	0	0
Aqu2.1.00258_001	2	0	3	13	0	1	0	2	26	3	0	3	15	7	48	1	1	0	11	1	0	4	0	5
Aqu2.1.00259_001	0	2	3	5	0	3	0	0	0	1	0	0	0	16	9	0	0	2	2	0	1	6	2	1
Aqu2.1.00260_001	0	0	0	5	0	1	2	0	10	10	0	0	4	16	37	0	3	2	24	10	1	8	2	0
Aqu2.1.00261_001	0	0	1	5	0	0	0	0	0	0	6	0	1	0	11	2	1	0	4	2	0	0	0	1
Aqu2.1.00262_001	0	3	0	9	0	3	0	0	3	0	3	0	0	13	5	1	0	2	5	3	0	4	0	5
Aqu2.1.00263_001	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	0	0
Aqu2.1.00264_001	0	2	1	1	0	1	0	1	3	0	0	0	0	2	1	0	0	0	0	6	0	0	1	2
Aqu2.1.00265_001	0	1	0	12	0	2	0	0	0	2	0	0	1	3	0	0	0	0	2	8	0	1	0	1
Aqu2.1.00266_001	0	6	3	31	0	4	1	3	1	0	3	2	0	5	10	2	4	4	5	3	2	6	0	0
Aqu2.1.00267_001	0	1	0	0	0	1	8	0	3	0	1	1	1	0	0	1	1	0	1	5	0	1	0	2
Aqu2.1.00268_001	2	2	1	13	0	3	2	3	2	1	0	2	1	10	12	1	1	0	4	17	0	4	0	1
Aqu2.1.00269_001	2	1	1	8	0	7	0	1	0	21	2	0	0	4	18	0	2	0	1	2	1	2	0	2
Aqu2.1.00270_001	0	1	0	17	0	3	1	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0
Aqu2.1.00271_001	0	7	1	3	0	1	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	8	0	1
Aqu2.1.00272_001	5	0	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	0	4	0	0	0	0	0
Aqu2.1.00273_001	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1
Aqu2.1.00274_001	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2
Aqu2.1.00275_001	0	0	0	2	0	0	0	0	0	5	0	0	0	5	5	0	0	0	0	0	0	2	0	0
Aqu2.1.00276_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	1	0	0	2	0	0	0	0
Aqu2.1.00277_001	1	4	0	11	0	2	0	0	3	0	0	0	2	2	2	0	3	1	4	1	0	1	0	2
Aqu2.1.00278_001	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	2	1	0	0	0	0
Aqu2.1.00279_001	1	1	0	5	0	2	0	1	3	4	5	0	0	1	4	0	0	0	8	2	0	1	1	0
Aqu2.1.00280_001	1	0	0	11	0	1	0	0	0	2	0	0	0	0	4	0	0	0	9	6	0	0	2	0
Aqu2.1.00281_001	0	0	0	4	0	0	1	0	0	0	0	0	0	0	14	0	0	0	3	0	0	0	2	1
Aqu2.1.00282_001	0	1	0	5	0	0	1	0	12	1	0	0	0	0	3	0	2	1	2	0	0	1	0	0
Aqu2.1.00283_001	0	0	0	1	0	1	0	0	0	0	2	0	0	1	0	3	0	0	0	0	3	0	0	1
Aqu2.1.00284_001	1	1	0	10	0	1	0	0	2	1	0	0	0	1	2	0	0	1	3	2	0	5	0	1
Aqu2.1.00285_001	0	0	3	5	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	1	0
Aqu2.1.00286_001	0	3	0	13	0	2	2	1	5	2	0	0	5	11	11	1	0	0	6	6	0	2	5	0
Aqu2.1.00287_001	0	0	1	7	0	1	0	0	2	7	1	0	0	4	6	0	1	1	2	0	0	1	0	0
Aqu2.1.00288_001	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4
Aqu2.1.00289_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Aqu2.1.00290_001	0	0	1	3	0	1	0	0	0	1	0	0	0	3	4	1	0	1	0	0	0	0	1	2
Aqu2.1.00291_001	0	2	0	6	0	0	2	0	2	0	4	0	0	9	2	2	10	0	1	1	3	2	0	1
Aqu2.1.00292_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00293_001	0	0	3	3	0	7	15	0	0	1	1	1	1	0	3	0	0	1	1	3	25	1	0	0
Aqu2.1.00294_001	0	0	0	1	0	0	0	0	0	0	0	0	0	4	11	2	0	0	5	4	0	1	0	0
Aqu2.1.00295_001	1	5	1	3	0	0	0	0	0	0	0	0	3	3	11	0	1	0	2	3	0	3	0	0
Aqu2.1.00296_001	0	2	0	1	0	1	0	0	2	0	0	0	1	0	2	0	0	0	1	0	0	6	0	0
Aqu2.1.00297_001	0	0	0	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Aqu2.1.00298_001	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00299_001	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0
Aqu2.1.00300_001	1	0	1	12	0	5	0	1	1	3	0	0	1	8	4	0	2	0	1	2	0	2	6	3
Aqu2.1.00301_001	2	0	0	0	9	29	2	0	55	2	0	5	11	35	133	5	9	3	23	12	8	12	1	0
Aqu2.1.00302_001	0	4	1	11	2	3	0	0	1	4	2	1	4	5	4	0	2	1	2	2	0	8	0	3
Aqu2.1.00303_001	0	0	0	6	2	1	0	0	0	5	0	0	0	0	0	0	1	1	1	0	0	1	0	0
Aqu2.1.00304_001	1	1	0	1	0	1	0	0	0	0	0	1	0	0	2	0	0	0	0	2	6	0	0	0
Aqu2.1.00305_001	1	6	1	10	0	3	0	0	1	0	7	0	0	3	8	0	2	0	0	1	1	5	1	5
Aqu2.1.00306_001	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0
Aqu2.1.00307_001	0	0	0	0	0	0	0	0	0	3	0	0	0	1	3	0	0	0	5	4	0	0	0	3
Aqu2.1.00308_001	0	0	0	10	0	0	0	1	3	0	2	4	9	2	0	4	0	1	8	2	0	2	0	1
Aqu2.1.00309_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0
Aqu2.1.00310_001	0	1	0	4	0	0	0	0	1	0	1	0	1	5	24	1	0	0	1	0	0	1	1	0
Aqu2.1.00311_001	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	0	3	0	0
Aqu2.1.00312_001	0	6	0	8	0	0	0	0	0	0	0	0	1	8	2	0	0	0	0	1	0	0	0	0
Aqu2.1.00313_001	0	0	0	0	0	0	0	0	0	7	0	4	0	4	1	0	0	0	10	11	0	2	0	0
Aqu2.1.00314_001	0	0	0	3	0	2	1	0	0	0	0	0	2	1	2	0	3	2	1	0	10	3	1	0
Aqu2.1.00315_001	0	0	1	9	0	5	0	1	1	0	0	0	1	3	0	2	1	1	2	8	3	1	1	0
Aqu2.1.00316_001	0	3	0	4	1	7	1	0	3	2	0	0	5	2	43	0	0	0	16	0	1	11	0	0
Aqu2.1.00317_001	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	3
Aqu2.1.00318_001	0	0	0	10	0	1	0	1	10	0	0	0	0	2	21	0	1	0	2	0	0	0	0	0
Aqu2.1.00319_001	0	3	1	10	0	2	6	2	7	1	0	1	0	14	18	1	4	0	4	11	2	1	0	0
Aqu2.1.00320_001	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0
Aqu2.1.00321_001	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	3	1	0	0	0	1
Aqu2.1.00322_001	1	0	0	1	0	0	0	2	1	2	0	9	0	5	15	7	11	1	1	2	1	2	1	4
Aqu2.1.00323_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0
Aqu2.1.00324_001	0	0	3	14	0	2	0	0	2	1	2	2	1	3	16	0	1	1	5	2	1	5	0	1
Aqu2.1.00325_001	0	1	0	6	0	6	1	6	3	0	0	1	3	16	7	0	2	2	3	7	3	6	2	3
Aqu2.1.00326_001	1	1	0	2	0	0	1	0	0	0	0	0	0	6	1	0	0	0	1	0	0	1	0	0
Aqu2.1.00327_001	0	1	0	9	0	10	0	1	10	1	0	0	0	2	24	0	21	0	14	20	0	4	0	0
Aqu2.1.00328_001	1	0	1	7	0	0	0	0	1	1	2	1	3	4	8	0	0	1	0	9	0	1	0	0
Aqu2.1.00329_001	0	0	0	1	0	0	0	1	39	0	1	6	13	55	168	0	0	0	3	3	1	13	1	0
Aqu2.1.00330_001	2	1	1	1	1	4	3	2	91	11	6	0	17	47	82	5	9	1	16	53	8	8	0	1
Aqu2.1.00331_001	0	0	0	0	0	1	2	0	3	0	1	0	2	4	2	0	0	0	1	0	0	0	0	2
Aqu2.1.00332_001	0	2	0	7	0	1	0	0	0	0	0	0	1	4	4	0	1	0	0	2	1	0	0	0
Aqu2.1.00333_001	0	4	0	1	0	1	0	0	0	0	0	3	0	1	0	1	1	0	6	0	0	1	0	0
Aqu2.1.00334_001	0	0	0	4	0	3	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	1	1	0
Aqu2.1.00335_001	0	3	0	13	5	4	0	0	1	7	0	0	0	2	17	0	4	1	5	0	0	5	0	1
Aqu2.1.00336_001	0	0	1	3	0	0	0	0	1	0	0	0	0	3	1	0	3	2	0	0	0	0	1	0
Aqu2.1.00337_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00338_001	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0	0	1	0	3	1	0	0
Aqu2.1.00339_001	0	1	2	1	0	0	0	0	0	0	0	0	1	4	7	0	0	0	1	0	1	0	2	1
Aqu2.1.00340_001	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	2	0	0	0	1	1
Aqu2.1.00341_001	0	0	0	8	0	0	0	0	0	0	0	3	0	6	3	0	0	2	3	0	1	8	0	0
Aqu2.1.00342_001	0	5	0	4	0	1	0	1	0	9	0	2	0	5	1	1	0	1	8	0	0	3	4	0
Aqu2.1.00343_001	0	0	0	3	0	0	0	0	0	12	1	3	0	5	0	0	0	0	9	6	0	0	0	0
Aqu2.1.00344_001	4	1	2	14	0	9	1	0	0	1	3	0	1	5	1	2	2	1	5	3	2	6	1	0
Aqu2.1.00345_001	0	1	0	3	0	4	0	1	0	2	1	0	1	1	10	1	0	0	19	10	2	0	4	0
Aqu2.1.00346_001	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
Aqu2.1.00347_001	0	0	0	1	0	6	0	0	0	0	0	0	0	0	4	0	0	0	9	5	1	0	0	0
Aqu2.1.00348_001	2	1	1	10	0	9	2	0	99	8	2	2	21	72	108	5	14	1	17	48	11	6	3	1
Aqu2.1.00349_001	0	1	0	1	0	2	1	0	2	0	0	0	0	3	3	1	0	0	2	1	0	0	0	0
Aqu2.1.00350_001	2	1	2	5	0	1	0	0	5	0	0	0	0	1	1	0	1	1	4	1	0	3	1	2
Aqu2.1.00351_001	1	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	1	0	0	0	0	2	1	0
Aqu2.1.00352_001	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	8	0	2	3	0	5	0	0
Aqu2.1.00353_001	0	1	0	2	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	1
Aqu2.1.00354_001	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Aqu2.1.00355_001	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	8	0	0	0
Aqu2.1.00356_001	0	3	1	3	0	1	0	0	1	4	0	0	1	1	2	3	0	1	17	0	4	2	0	0
Aqu2.1.00357_001	0	0	0	20	0	5	0	0	0	0	1	0	0	1	8	0	1	1	14	2	0	1	0	4
Aqu2.1.00358_001	1	2	0	1	0	2	1	0	0	0	0	0	0	15	2	0	0	1	5	11	0	6	0	1
Aqu2.1.00359_001	11	4	0	4	0	4	0	0	0	8	3	6	3	9	12	1	2	0	12	1	10	2	0	1
Aqu2.1.00360_001	0	2	0	1	0	1	0	0	0	0	0	0	0	2	2	0	0	0	9	1	0	0	1	0
Aqu2.1.00361_001	1	8	0	7	1	5	0	0	1	0	2	0	0	3	0	4	1	21	10	14	1	9	1	6
Aqu2.1.00362_001	2	0	0	6	0	6	0	0	0	3	0	1	5	7	9	0	3	0	1	3	0	6	0	0
Aqu2.1.00363_001	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	15	0	0	6	0	0
Aqu2.1.00364_001	1	0	0	10	0	0	0	0	0	4	4	0	6	5	1	0	1	0	3	5	0	5	0	0
Aqu2.1.00365_001	2	0	1	6	0	2	0	0	1	0	2	0	0	5	7	0	0	0	2	0	0	1	0	2
Aqu2.1.00366_001	1	5	0	4	0	1	0	0	0	3	0	0	0	1	1	0	0	0	3	0	0	1	0	0
Aqu2.1.00367_001	0	0	0	0	0	0	0	0	6	4	0	0	0	9	8	0	0	0	25	1	11	0	0	0
Aqu2.1.00368_001	0	1	0	0	0	1	0	0	0	0	1	0	1	2	16	0	1	0	4	12	0	2	1	0
Aqu2.1.00369_001	2	0	1	4	0	1	2	0	1	1	0	0	0	2	1	0	0	1	8	0	1	1	1	0
Aqu2.1.00370_001	0	3	0	3	0	1	0	0	3	0	0	0	0	6	5	0	0	0	4	0	0	1	0	1
Aqu2.1.00371_001	0	1	1	2	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0
Aqu2.1.00372_001	1	5	0	7	1	3	0	0	73	1	8	37	28	244	463	10	24	1	78	5	1	20	11	0
Aqu2.1.00373_001	1	5	1	7	0	0	0	1	3	8	0	0	0	11	65	2	0	0	4	2	6	0	0	0
Aqu2.1.00374_001	0	0	1	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	7	4	0	0	0	0
Aqu2.1.00375_001	0	3	0	2	0	1	0	1	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0
Aqu2.1.00376_001	1	5	1	20	3	3	2	0	1	4	1	3	0	10	4	2	4	0	13	4	0	2	1	3
Aqu2.1.00377_001	0	1	1	2	0	6	0	0	5	0	1	0	2	5	1	0	8	0	0	1	0	0	0	0
Aqu2.1.00378_001	1	1	0	3	3	1	3	1	1	4	0	0	2	6	10	5	2	19	11	3	0	7	3	1
Aqu2.1.00379_001	0	0	0	7	0	1	0	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0
Aqu2.1.00380_001	0	4	0	4	0	0	0	1	10	0	0	1	1	7	112	1	3	0	8	17	5	2	0	0
Aqu2.1.00381_001	0	5	1	23	1	4	7	3	4	0	0	8	1	9	43	0	3	2	1	0	1	4	0	1
Aqu2.1.00382_001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
Aqu2.1.00383_001	0	0	1	2	0	1	0	1	1	1	0	0	0	2	2	0	0	0	8	0	0	0	2	2
Aqu2.1.00384_001	1	0	7	3	0	10	0	0	0	1	1	0	0	1	3	2	6	1	1	0	0	3	0	0
Aqu2.1.00385_001	0	0	4	5	0	1	0	0	1	0	0	0	0	2	2	0	0	0	2	2	0	1	1	0
Aqu2.1.00386_001	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0
Aqu2.1.00387_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00388_001	0	0	2	1	0	0	0	0	0	3	0	1	2	8	1	0	1	7	0	0	1	5	0	0
Aqu2.1.00389_001	0	1	0	12	1	11	2	0	1	0	0	1	0	11	4	0	1	1	5	0	1	3	1	0
Aqu2.1.00390_001	0	0	0	5	0	3	0	0	4	1	0	0	2	0	29	2	0	2	1	0	1	0	0	0
Aqu2.1.00391_001	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1
Aqu2.1.00392_001	2	1	3	17	3	6	1	1	9	2	1	1	0	7	7	2	4	1	5	8	0	22	2	5
Aqu2.1.00393_001	0	4	1	25	0	3	1	2	3	0	3	1	1	13	15	0	1	3	7	6	0	5	8	4
Aqu2.1.00394_001	0	1	0	9	0	0	1	1	0	1	1	0	1	5	12	1	0	0	2	1	0	4	0	0
Aqu2.1.00395_001	0	0	1	3	0	1	0	0	0	0	0	0	0	2	3	0	0	0	2	1	2	0	1	0
Aqu2.1.00396_001	0	1	0	0	0	0	0	0	0	0	0	0	3	2	3	0	0	1	1	0	1	1	1	1
Aqu2.1.00397_001	0	0	1	9	0	1	1	2	2	0	0	0	1	3	4	3	2	0	5	1	0	1	0	0
Aqu2.1.00398_001	1	2	0	6	0	1	1	0	1	0	1	0	0	0	10	0	0	0	0	0	0	1	1	1
Aqu2.1.00399_001	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
Aqu2.1.00400_001	5	11	9	14	2	2	1	3	18	2	3	2	4	13	19	12	4	11	18	8	3	42	6	2
Aqu2.1.00401_001	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0
Aqu2.1.00402_001	0	0	0	7	0	1	0	0	1	0	0	0	0	2	0	0	1	0	0	1	0	1	1	0
Aqu2.1.00403_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Aqu2.1.00404_001	1	18	1	21	0	1	5	0	0	0	0	0	1	5	3	0	6	0	7	0	1	4	1	1
Aqu2.1.00405_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00406_001	1	5	0	23	0	4	0	0	2	1	2	2	0	8	21	0	16	3	4	6	3	6	0	0
Aqu2.1.00407_001	0	0	0	3	0	0	0	0	0	2	0	0	1	0	11	0	0	0	2	0	0	0	0	2
Aqu2.1.00408_001	0	2	0	3	0	1	0	0	1	1	0	2	0	2	2	0	1	0	1	0	0	1	1	0
Aqu2.1.00409_001	1	5	1	15	0	0	1	0	0	0	1	1	0	4	14	0	0	1	7	5	3	1	3	1
Aqu2.1.00410_001	0	0	0	2	1	3	0	0	0	1	0	0	0	4	0	0	0	0	0	1	1	3	0	1
Aqu2.1.00411_001	0	4	0	14	0	7	0	0	5	1	1	1	1	16	29	1	0	0	3	1	1	0	4	1
Aqu2.1.00412_001	3	1	0	2	0	1	3	0	0	0	1	0	0	0	2	0	1	1	2	0	0	1	0	0
Aqu2.1.00413_001	0	1	1	8	0	0	1	0	1	0	0	1	0	0	0	0	1	0	2	5	0	1	0	2
Aqu2.1.00414_001	0	1	0	1	0	0	0	0	0	1	4	0	0	2	0	0	1	0	0	0	0	0	0	0
Aqu2.1.00415_001	8	0	1	7	1	2	0	0	2	0	0	0	1	8	1	1	2	1	0	1	0	1	0	0
Aqu2.1.00416_001	0	0	0	1	1	0	0	0	3	0	0	0	0	2	3	3	1	0	5	3	0	1	0	0
Aqu2.1.00417_001	0	0	1	2	0	1	2	0	0	0	0	1	0	0	12	0	0	0	10	7	1	0	2	0
Aqu2.1.00418_001	1	0	0	0	0	0	0	0	0	8	0	0	0	1	1	0	0	1	3	2	2	0	0	1
Aqu2.1.00419_001	1	5	0	3	0	10	0	0	8	4	0	9	7	4	93	1	6	0	6	24	4	2	1	2
Aqu2.1.00420_001	0	1	0	8	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	7	0	1	1	2
Aqu2.1.00421_001	0	0	0	2	0	0	0	0	0	1	1	0	0	0	3	0	0	0	4	0	0	0	3	0
Aqu2.1.00422_001	1	1	1	4	0	1	0	0	2	2	0	0	0	1	2	1	0	2	3	1	0	2	0	0
Aqu2.1.00423_001	0	0	0	4	0	0	0	0	1	2	0	4	0	3	4	0	2	0	3	2	0	1	0	1
Aqu2.1.00424_001	0	0	0	1	0	0	0	0	6	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
Aqu2.1.00425_001	1	5	0	25	0	0	0	0	0	2	0	0	1	4	5	0	3	0	1	0	0	7	0	0
Aqu2.1.00426_001	0	1	0	8	0	0	0	0	3	1	0	0	0	1	2	0	0	1	2	0	0	9	0	0
Aqu2.1.00427_001	0	2	1	5	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	2	5	0	0	3
Aqu2.1.00428_001	0	2	0	6	0	0	1	0	0	2	1	0	2	5	4	0	1	0	1	3	0	1	0	3
Aqu2.1.00429_001	0	0	1	2	0	4	0	0	0	3	0	0	0	0	3	0	0	0	3	15	2	0	0	0
Aqu2.1.00430_001	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	8	1	0	1	0	0
Aqu2.1.00431_001	3	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.00432_001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	0
Aqu2.1.00433_001	2	1	0	3	0	0	0	2	2	0	0	0	0	0	0	0	0	0	8	0	5	1	2	0
Aqu2.1.00434_001	0	0	0	5	0	0	0	0	0	1	1	0	0	1	12	0	2	0	6	0	0	0	1	9
Aqu2.1.00435_001	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00436_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.00437_001	0	0	1	2	0	1	0	0	0	0	0	0	1	1	2	0	0	0	1	2	0	2	0	1
Aqu2.1.00438_001	1	5	2	13	2	14	1	1	58	3	6	6	46	15	1621	17	2	12	23	17	2	5	5	1
Aqu2.1.00439_001	1	2	0	7	0	0	0	0	2	0	1	1	0	1	15	1	0	0	1	2	0	0	0	0
Aqu2.1.00440_001	0	0	2	1	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0
Aqu2.1.00441_001	9	20	53	54	15	20	15	12	2864	13	16	22	348	72	6642	105	16	190	74	211	31	36	145	22
Aqu2.1.00442_001	0	0	0	4	2	0	0	0	0	0	2	0	1	4	1	1	0	0	0	0	0	1	0	0
Aqu2.1.00443_001	0	1	1	3	0	1	0	1	0	0	0	0	1	1	4	2	1	0	1	2	0	5	0	0
Aqu2.1.00444_001	0	0	0	1	0	0	1	0	0	0	2	2	0	1	2	0	1	0	4	0	0	11	1	1
Aqu2.1.00445_001	0	0	0	1	0	0	0	0	1	0	0	0	0	1	19	7	0	0	1	0	0	1	0	1
Aqu2.1.00446_001	0	6	2	8	1	2	0	1	1	1	3	0	10	4	1	0	4	0	4	0	0	2	3	0
Aqu2.1.00447_001	2	5	2	7	1	38	0	2	94	2	3	40	72	71	728	21	15	7	59	136	5	28	5	4
Aqu2.1.00448_001	1	1	0	6	0	0	0	0	1	0	0	0	0	3	1	0	0	0	9	1	0	2	2	1
Aqu2.1.00449_001	0	0	1	0	0	11	0	0	0	0	0	0	0	4	1	1	0	0	3	0	0	0	0	0
Aqu2.1.00450_001	0	1	1	2	0	0	0	7	4	0	0	0	1	2	2	0	0	0	2	7	0	2	0	0
Aqu2.1.00451_001	0	0	0	0	0	0	0	0	2	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
Aqu2.1.00452_001	1	2	1	4	1	2	0	0	2	0	5	0	5	13	11	1	3	3	8	9	1	4	1	3
Aqu2.1.00453_001	3	2	0	9	1	8	1	0	0	1	2	0	1	11	11	1	0	0	15	20	2	3	0	0
Aqu2.1.00454_001	0	0	0	6	0	0	2	1	1	0	0	3	0	1	2	0	0	0	5	1	0	0	0	0
Aqu2.1.00455_001	0	0	0	2	0	0	1	0	1	1	0	3	0	6	4	2	0	0	0	2	2	0	0	0
Aqu2.1.00456_001	0	1	0	2	0	1	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	11	0	0
