	E1	E3	E5	E7	E8	F1	F3	F7	G3	G5	G7	G8	I1	I3	I5	I7	I8	P1	P3	P5	P7	S1	S3	S8
Aqu2.1.37276_001	2	4	1	12	2	6	1	0	19	4	3	0	4	21	28	1	3	9	14	2	3	3	1	1
Aqu2.1.37277_001	0	0	0	4	0	2	0	0	1	1	2	1	0	1	1	0	0	1	6	0	0	1	1	1
Aqu2.1.37278_001	3	1	0	3	1	0	1	0	1	0	1	0	0	6	5	0	0	0	4	1	0	4	0	2
Aqu2.1.37279_001	0	1	1	3	0	1	0	0	0	3	0	1	0	3	1	0	2	1	0	1	0	2	0	1
Aqu2.1.37280_001	0	1	0	0	0	3	0	0	0	0	0	0	0	4	3	1	0	0	1	1	0	0	1	0
Aqu2.1.37281_001	1	6	2	25	0	5	0	0	0	7	8	1	0	19	11	0	2	0	10	3	1	6	2	1
Aqu2.1.37282_001	0	1	0	9	0	3	0	0	0	3	0	0	0	8	3	0	0	0	3	0	0	1	1	0
Aqu2.1.37283_001	0	3	0	6	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2
Aqu2.1.37284_001	0	3	1	14	0	1	1	1	9	1	11	1	19	28	21	0	0	2	8	11	0	6	3	1
Aqu2.1.37285_001	0	6	5	72	3	22	3	5	32	10	14	11	5	54	37	6	16	3	19	23	3	16	7	18
Aqu2.1.37286_001	0	2	2	25	0	2	0	1	46	1	1	1	17	24	158	5	3	0	18	39	20	2	0	3
Aqu2.1.37287_001	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0
Aqu2.1.37288_001	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.37289_001	0	1	0	11	0	0	0	0	6	0	1	1	2	7	22	0	0	0	1	5	0	2	1	1
Aqu2.1.37290_001	4	15	6	60	1	19	7	6	56	7	15	10	18	91	341	23	39	20	48	63	16	18	8	13
Aqu2.1.37291_001	0	4	2	35	0	21	0	0	0	0	2	0	1	3	20	1	5	0	7	2	0	7	0	0
Aqu2.1.37292_001	9	15	24	66	12	11	6	2	236	11	9	4	9	42	69	26	40	103	144	25	16	232	8	7
Aqu2.1.37293_001	0	4	2	9	1	0	0	1	57	0	8	3	22	115	151	37	13	1	23	11	9	14	3	11
Aqu2.1.37294_001	1	13	4	39	4	13	2	1	12	8	6	10	5	21	23	1	2	0	24	11	12	11	2	4
Aqu2.1.37295_001	0	5	2	7	0	2	7	1	49	0	1	9	15	100	127	8	2	3	3	12	5	11	3	1
Aqu2.1.37296_001	0	1	0	2	0	1	0	1	5	0	0	0	1	2	9	0	0	0	2	2	0	0	0	1
Aqu2.1.37297_001	11	36	10	106	7	36	7	5	40	18	13	22	22	71	146	41	22	30	60	66	9	42	17	15
Aqu2.1.37298_001	7	1	1	18	0	4	2	1	4	0	2	0	1	4	6	0	1	2	11	1	0	5	0	2
Aqu2.1.37299_001	4	3	11	17	8	10	2	2	8	9	6	5	6	15	27	4	2	4	16	7	2	10	1	4
Aqu2.1.37300_001	8	22	18	46	7	36	25	17	65	12	23	25	21	179	1111	167	14	26	37	87	20	61	39	32
Aqu2.1.37301_001	8	3	1	4	2	6	2	0	24	9	3	14	3	35	507	11	4	1	4	30	3	5	4	6
Aqu2.1.37302_001	0	3	1	5	0	4	0	1	4	3	1	0	1	3	9	3	1	0	3	3	0	1	1	1
Aqu2.1.37303_001	0	2	0	10	0	1	0	0	0	0	1	0	0	3	0	0	1	0	0	1	0	3	1	0
Aqu2.1.37304_001	0	6	5	7	1	1	1	2	2	1	1	0	2	2	6	2	4	7	9	5	0	3	5	4
Aqu2.1.37305_001	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0
Aqu2.1.37306_001	0	0	1	3	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0
Aqu2.1.37307_001	0	7	7	26	0	4	0	0	12	0	8	0	6	6	41	0	5	3	22	5	1	7	2	3
Aqu2.1.37308_001	4	8	7	21	1	7	0	1	3	9	15	2	5	22	13	2	2	2	8	4	2	9	5	1
Aqu2.1.37309_001	1	0	0	1	0	0	1	0	44	2	0	16	4	84	210	0	9	0	1	17	1	10	1	0
Aqu2.1.37310_001	7	11	6	27	1	6	0	2	41	4	4	0	5	9	84	1	12	2	8	7	0	8	2	1
Aqu2.1.37311_001	1	2	7	15	1	2	0	2	3	7	0	0	12	6	1	1	3	44	6	2	4	12	4	2
Aqu2.1.37312_001	1	4	0	0	0	0	0	0	2	0	0	1	1	1	1	2	0	4	7	2	0	1	0	0
Aqu2.1.37313_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37314_001	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	0	0	0	4	0	0	0	1	0
Aqu2.1.37315_001	0	5	1	9	0	0	0	0	1	2	2	0	2	5	4	0	1	0	3	1	0	0	0	0
Aqu2.1.37316_001	0	0	0	4	0	2	0	0	0	0	0	0	0	6	11	0	2	1	3	1	2	3	1	1
Aqu2.1.37317_001	0	2	0	5	0	0	1	1	0	0	0	0	0	7	5	0	1	0	0	0	0	1	0	0
Aqu2.1.37318_001	0	3	0	1	0	0	0	0	2	1	1	1	0	1	4	0	1	0	1	0	0	2	1	0
Aqu2.1.37319_001	0	3	0	2	0	0	0	0	3	0	0	1	1	0	5	0	8	0	2	4	0	2	0	0
Aqu2.1.37320_001	1	5	29	17	31	1	1	1	37	1	2	0	0	16	111	1	1	38	42	29	22	0	3	0
Aqu2.1.37321_001	0	2	0	4	2	0	0	0	0	0	0	0	0	3	3	0	1	0	0	0	1	1	0	1
Aqu2.1.37322_001	0	1	0	8	0	0	0	0	0	0	0	1	0	3	4	0	4	0	0	0	0	2	0	0
Aqu2.1.37323_001	1	6	0	28	0	5	0	0	0	3	0	0	0	7	0	1	7	0	2	3	0	1	0	0
Aqu2.1.37324_001	0	2	0	4	1	0	0	0	1	0	0	0	1	3	11	0	2	0	2	4	1	2	0	0
Aqu2.1.37325_001	1	5	0	8	0	3	9	0	0	1	3	0	0	3	3	0	1	0	16	10	1	0	0	9
Aqu2.1.37326_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37327_001	2	0	0	15	1	2	0	0	1	2	2	0	0	3	1	0	0	0	3	1	0	5	0	2
Aqu2.1.37328_001	0	0	2	1	0	12	0	0	0	0	1	0	1	7	11	0	0	0	3	1	1	1	0	0
Aqu2.1.37329_001	0	0	0	4	0	3	0	1	0	0	0	0	0	1	4	0	0	1	5	8	1	0	3	0
Aqu2.1.37330_001	2	2	0	0	0	1	0	0	4	1	0	6	4	8	14	0	0	0	16	12	2	0	1	0
Aqu2.1.37331_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	6	2	1	0	2	3
Aqu2.1.37332_001	0	1	0	7	0	1	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	1	0	0
Aqu2.1.37333_001	0	0	0	3	0	1	0	0	1	2	0	0	1	4	2	0	2	0	7	2	0	0	0	6
Aqu2.1.37334_001	1	1	0	5	0	6	0	0	30	1	3	4	7	25	254	1	1	3	19	20	2	6	0	0
Aqu2.1.37335_001	0	1	0	7	0	5	1	1	2	6	4	0	2	22	2	0	0	0	10	4	7	5	0	0
Aqu2.1.37336_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37337_001	0	0	0	15	0	0	0	1	1	1	1	0	0	3	1	0	1	1	0	0	1	2	0	0
Aqu2.1.37338_001	1	1	0	2	0	0	0	0	0	1	0	0	0	3	3	0	0	1	1	1	0	0	1	4
Aqu2.1.37339_001	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	0	0
Aqu2.1.37340_001	0	0	1	3	0	0	0	1	0	0	0	0	0	1	5	1	0	1	0	0	0	1	0	2
Aqu2.1.37341_001	1	8	0	28	0	11	9	4	18	2	15	2	5	43	59	2	13	4	23	24	1	30	4	6
Aqu2.1.37342_001	1	1	1	14	0	2	0	0	0	2	0	0	0	8	17	1	0	1	2	6	0	3	3	3
Aqu2.1.37343_001	1	3	3	2	0	1	0	0	3	0	0	1	0	7	9	0	0	0	10	2	1	0	0	0
Aqu2.1.37344_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Aqu2.1.37345_001	0	3	0	7	0	4	1	3	1	0	1	0	0	7	9	1	5	1	5	3	0	4	0	0
Aqu2.1.37346_001	0	0	0	5	0	1	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	1	0	0
Aqu2.1.37347_001	0	1	0	2	0	0	0	1	2	3	1	0	0	0	9	0	1	0	4	2	0	0	0	0
Aqu2.1.37348_001	0	4	4	48	0	3	0	1	1	0	3	0	3	27	18	2	7	1	10	4	1	14	2	0
Aqu2.1.37349_001	0	0	2	0	0	0	0	0	0	9	0	0	0	0	2	1	0	0	7	5	3	0	0	0
Aqu2.1.37350_001	2	2	0	10	0	0	1	0	1	2	1	0	2	6	1	1	1	0	1	2	0	1	1	0
Aqu2.1.37351_001	0	0	0	1	0	0	0	0	0	0	0	0	0	2	7	0	0	0	8	3	0	1	7	0
Aqu2.1.37352_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
Aqu2.1.37353_001	0	3	0	2	0	0	0	0	2	0	2	0	0	2	0	0	0	1	1	0	0	1	0	1
Aqu2.1.37354_001	0	1	0	0	0	2	0	0	0	1	0	0	0	0	2	0	1	0	0	2	0	0	0	0
Aqu2.1.37355_001	0	2	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0
Aqu2.1.37356_001	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Aqu2.1.37357_001	0	0	0	3	0	0	0	0	0	0	0	0	1	4	2	0	0	0	4	1	0	3	4	0
Aqu2.1.37358_001	0	6	1	12	0	6	0	0	2	1	0	0	0	3	5	0	0	1	2	0	0	0	0	4
Aqu2.1.37359_001	0	0	0	2	0	0	0	0	0	2	0	0	0	5	0	0	0	1	4	0	0	4	0	0
Aqu2.1.37360_001	0	3	4	3	1	1	0	1	0	0	1	1	1	4	9	0	0	2	2	4	3	2	2	0
Aqu2.1.37361_001	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
Aqu2.1.37362_001	3	4	1	35	0	2	1	0	2	8	1	0	0	5	3	0	7	0	2	1	2	3	0	1
Aqu2.1.37363_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37364_001	0	0	0	0	0	0	0	0	1	1	0	2	0	6	2	0	0	0	10	3	0	0	0	0
Aqu2.1.37365_001	2	1	1	2	0	0	1	0	1	3	1	2	0	1	5	0	1	0	4	6	1	5	1	1
Aqu2.1.37366_001	0	0	0	1	0	1	0	0	2	3	1	1	0	3	10	0	1	0	10	5	3	1	0	0
Aqu2.1.37367_001	0	1	0	0	0	4	0	0	4	2	1	3	0	2	8	0	0	0	21	5	0	0	0	0
Aqu2.1.37368_001	0	2	4	2	0	3	7	0	4	7	0	2	1	5	11	1	0	0	27	15	6	0	0	1
Aqu2.1.37369_001	1	0	0	3	0	2	0	0	0	4	1	1	1	4	13	0	1	1	16	3	15	0	0	2
Aqu2.1.37370_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37371_001	1	2	0	7	2	1	0	0	0	0	1	0	0	2	0	0	1	0	4	2	1	0	0	2
Aqu2.1.37372_001	0	10	0	5	1	5	0	1	2	0	0	0	0	5	2	1	1	1	7	3	0	0	1	4
Aqu2.1.37373_001	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1	0	0	0	11	0	0	0	0	0
Aqu2.1.37374_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37375_001	0	7	0	0	0	0	0	0	0	0	0	1	1	4	1	0	0	0	5	0	0	0	0	1
Aqu2.1.37376_001	0	1	0	3	0	0	0	0	0	1	0	0	0	2	3	1	0	0	8	0	1	0	1	0
Aqu2.1.37377_001	0	2	0	4	0	0	0	0	1	2	1	0	0	6	14	0	0	0	2	0	0	1	0	0
Aqu2.1.37378_001	0	0	3	5	1	3	0	0	2	1	0	0	0	3	3	0	0	0	1	13	2	2	1	0
Aqu2.1.37379_001	0	1	6	14	0	2	1	0	1	2	2	1	1	4	4	1	2	0	3	4	0	0	2	5
Aqu2.1.37380_001	0	2	3	2	1	0	0	1	0	0	2	0	0	2	8	0	0	0	1	1	1	0	0	1
Aqu2.1.37381_001	0	2	2	3	0	2	0	0	2	0	0	0	0	0	0	0	5	0	7	4	0	2	0	0
Aqu2.1.37382_001	0	2	10	9	0	1	1	2	0	1	0	0	3	5	12	0	0	1	12	3	0	4	2	0
Aqu2.1.37383_001	0	0	2	2	0	2	0	0	0	0	0	0	0	2	1	0	4	0	2	1	0	1	0	0
Aqu2.1.37384_001	0	1	1	23	0	3	0	1	3	1	0	0	1	5	1	0	1	0	5	0	0	1	0	1
Aqu2.1.37385_001	0	0	0	4	0	0	0	0	1	2	1	0	1	3	32	0	0	0	2	0	0	0	0	1
Aqu2.1.37386_001	0	2	0	1	0	4	0	1	0	0	0	0	2	4	3	0	0	0	0	1	0	0	0	0
Aqu2.1.37387_001	0	0	0	9	0	0	0	0	0	1	0	0	0	1	2	0	1	0	2	1	0	1	0	0
Aqu2.1.37388_001	0	1	4	10	0	4	0	0	6	3	1	1	0	13	7	0	1	0	4	2	1	2	0	0
Aqu2.1.37389_001	0	3	0	11	0	1	1	1	2	1	1	0	0	12	2	2	2	2	4	4	4	4	1	0
Aqu2.1.37390_001	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	3	0	0	3	0	1
Aqu2.1.37391_001	0	0	0	3	0	0	0	0	3	1	0	0	0	2	2	0	0	8	5	2	1	1	0	0
Aqu2.1.37392_001	0	0	0	1	0	1	0	0	2	0	2	0	0	2	0	0	3	0	0	0	0	0	0	0
Aqu2.1.37393_001	0	2	1	5	0	0	0	0	2	6	0	1	0	10	11	0	0	0	15	8	2	2	0	4
Aqu2.1.37394_001	1	5	0	2	1	1	1	1	8	2	1	4	3	4	25	1	1	0	23	20	3	2	1	0
Aqu2.1.37395_001	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0
Aqu2.1.37396_001	0	1	0	0	0	0	0	0	4	2	0	1	1	1	3	0	0	1	9	0	1	0	0	0
Aqu2.1.37397_001	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
Aqu2.1.37398_001	1	1	1	9	0	0	0	0	0	0	5	0	1	11	2	0	0	1	0	4	0	6	0	0
Aqu2.1.37399_001	0	0	2	15	0	1	0	0	4	0	0	0	0	6	5	0	6	0	2	5	1	0	1	0
Aqu2.1.37400_001	0	0	1	20	0	1	0	0	1	3	0	0	0	16	2	0	2	0	4	0	8	0	0	0
Aqu2.1.37401_001	1	1	0	0	0	0	1	0	1	0	0	0	1	1	4	0	0	1	1	0	0	0	0	2
Aqu2.1.37402_001	0	0	0	8	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	6	0	0
Aqu2.1.37403_001	0	0	1	12	1	2	0	1	0	0	0	0	2	2	4	0	1	0	4	0	1	6	0	0
Aqu2.1.37404_001	0	0	2	19	0	0	0	3	0	1	1	0	1	4	2	4	0	0	3	1	0	2	2	0
Aqu2.1.37405_001	0	0	0	3	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	1	0	3	0	0
Aqu2.1.37406_001	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	1
Aqu2.1.37407_001	11	24	21	65	10	17	20	25	127	27	16	4	53	77	218	548	15	121	46	64	16	59	53	37
Aqu2.1.37408_001	0	2	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	5	3	0	0	4	0	0
Aqu2.1.37409_001	1	1	0	14	0	22	2	1	6	4	1	1	4	9	30	0	2	2	6	13	0	4	12	0
Aqu2.1.37410_001	7	14	5	51	1	11	10	8	60	9	12	3	19	75	165	21	21	4	44	29	8	38	18	10
Aqu2.1.37411_001	0	2	6	3	1	0	0	0	0	0	0	0	1	2	0	0	1	10	0	2	0	1	0	0
Aqu2.1.37412_001	6	7	4	26	2	6	3	0	66	5	1	5	4	32	88	6	8	4	17	15	1	9	2	6
Aqu2.1.37413_001	0	10	0	31	0	3	0	0	19	6	4	0	3	19	81	0	3	0	8	5	0	5	3	5
Aqu2.1.37414_001	2	12	1	39	2	4	1	3	51	4	8	6	5	69	137	4	13	2	33	54	3	33	4	1
Aqu2.1.37415_001	1	9	1	13	0	2	0	4	2	0	0	10	0	20	21	0	1	2	7	5	0	0	0	1
Aqu2.1.37416_001	1	8	5	18	0	7	1	6	3	7	11	0	2	7	25	1	9	1	21	9	1	9	9	6
Aqu2.1.37417_001	3	4	5	36	0	2	1	2	3	12	1	1	2	19	13	0	7	0	11	6	2	15	4	0
Aqu2.1.37418_001	1	11	3	21	0	3	1	3	11	1	2	9	1	12	14	1	2	4	2	3	3	3	2	6
Aqu2.1.37419_001	6	17	2	48	1	11	4	3	27	1	2	10	3	25	50	1	9	3	33	4	1	21	4	5
Aqu2.1.37420_001	4	24	16	48	6	14	8	17	339	7	24	29	114	218	942	80	14	20	44	55	7	60	16	14
Aqu2.1.37421_001	0	5	3	8	9	0	2	0	32	1	6	1	10	79	93	10	0	3	6	6	4	5	2	3
Aqu2.1.37422_001	5	11	17	67	4	12	4	7	54	4	8	3	32	61	104	9	12	11	38	71	4	15	16	7
Aqu2.1.37423_001	3	15	2	33	0	4	0	1	4	0	1	0	4	21	18	0	14	1	36	29	2	4	2	2
Aqu2.1.37424_001	15	3	12	50	3	9	7	3	5	7	2	16	3	37	67	4	5	5	17	12	3	11	1	5
Aqu2.1.37425_001	1	0	0	3	0	0	0	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0
Aqu2.1.37426_001	6	16	6	51	1	30	11	10	129	12	7	41	32	95	558	12	18	7	380	395	4	17	31	20
Aqu2.1.37427_001	30	45	28	248	34	123	22	14	225	63	72	95	110	166	453	402	62	59	156	118	41	681	304	73
Aqu2.1.37428_001	2	32	11	94	2	25	8	8	35	25	23	7	17	108	93	14	20	13	49	66	7	25	15	18
Aqu2.1.37429_001	0	1	0	3	0	0	0	3	2	0	0	0	1	6	1	1	1	0	4	3	0	0	0	1
Aqu2.1.37430_001	0	0	2	7	0	1	1	0	3	0	1	0	2	9	4	0	3	0	8	0	0	2	1	0
Aqu2.1.37431_001	1	1	11	18	3	3	0	0	5	0	3	8	2	21	38	3	3	1	4	7	0	8	4	3
Aqu2.1.37432_001	5	20	5	96	9	35	7	4	48	5	10	5	46	90	141	8	28	5	68	51	6	31	11	18
Aqu2.1.37433_001	4	4	3	22	1	6	1	8	51	10	3	1	22	26	65	1	4	1	32	12	2	14	4	6
Aqu2.1.37434_001	0	0	1	19	0	1	1	0	0	0	0	0	0	2	5	0	0	0	9	4	0	4	0	0
Aqu2.1.37435_001	1	0	3	19	0	2	2	1	0	2	2	2	0	11	28	0	11	0	4	10	0	4	0	2
Aqu2.1.37436_001	0	16	10	46	6	13	4	3	16	4	12	6	6	52	50	1	9	3	36	44	11	18	1	11
Aqu2.1.37437_001	1	2	0	4	0	0	0	1	1	2	0	0	1	9	4	0	1	1	7	2	3	6	1	0
Aqu2.1.37438_001	2	2	2	42	2	15	5	9	25	1	1	6	2	32	86	3	6	2	9	14	6	7	2	4
Aqu2.1.37439_001	2	7	6	25	1	5	0	2	14	2	3	16	3	41	51	3	4	5	9	5	3	15	3	15
Aqu2.1.37440_001	11	18	7	37	0	7	13	3	7	4	3	0	3	28	18	1	5	1	8	10	6	7	0	14
Aqu2.1.37441_001	2	12	11	49	1	20	5	0	38	23	7	7	41	53	77	25	13	8	50	29	11	58	5	7
Aqu2.1.37442_001	2	10	22	67	18	14	1	5	50	4	6	25	36	38	93	6	12	8	83	111	13	13	12	9
Aqu2.1.37443_001	10	1	2	19	1	6	1	1	30	1	8	3	16	14	69	3	3	3	6	1	2	2	1	2
Aqu2.1.37444_001	5	57	24	251	2	42	3	13	27	12	13	18	30	76	77	15	55	1	47	41	29	40	19	4
Aqu2.1.37445_001	0	4	2	38	0	3	4	5	13	3	11	1	2	34	18	0	4	1	1	3	3	5	0	0
Aqu2.1.37446_001	1	2	0	19	1	2	4	7	12	0	2	2	6	37	106	3	5	3	3	5	6	5	4	6
Aqu2.1.37447_001	4	21	7	71	5	13	3	7	87	8	5	30	17	36	203	21	11	8	25	21	6	56	6	5
Aqu2.1.37448_001	2	13	4	38	0	8	2	10	61	7	5	6	33	47	186	6	25	0	43	15	4	16	2	3
Aqu2.1.37449_001	2	1	2	15	2	4	0	2	2	2	0	2	1	12	34	1	1	2	7	3	0	5	1	2
Aqu2.1.37450_001	2	3	0	23	0	1	0	0	0	2	1	0	0	7	3	0	1	0	5	1	1	1	0	3
Aqu2.1.37451_001	3	14	1	16	2	0	2	0	1	0	0	1	0	2	7	0	3	2	4	10	1	2	1	3
Aqu2.1.37452_001	1	20	4	20	1	13	3	1	149	4	5	29	51	91	198	17	13	17	11	47	2	18	5	5
Aqu2.1.37453_001	1	5	0	12	2	9	2	0	8	2	7	1	12	20	42	3	0	0	25	4	2	10	1	1
Aqu2.1.37454_001	2	8	1	19	0	1	1	6	8	3	2	2	2	7	22	0	3	0	9	4	0	8	2	1
Aqu2.1.37455_001	6	12	14	49	6	28	7	6	225	11	17	75	163	274	1745	133	45	23	61	69	16	66	29	21
Aqu2.1.37456_001	6	12	3	57	6	9	5	1	28	15	9	0	4	68	129	10	20	52	27	24	10	31	18	8
Aqu2.1.37457_001	6	12	12	70	8	27	7	6	90	10	17	10	20	58	73	7	15	4	38	57	10	23	10	35
Aqu2.1.37458_001	2	13	7	75	0	22	14	9	60	8	11	15	7	86	76	6	23	10	21	16	7	21	6	10
Aqu2.1.37459_001	3	12	3	17	0	8	1	1	9	1	7	0	3	17	25	4	2	15	20	2	2	5	1	3
Aqu2.1.37460_001	8	14	10	42	7	14	13	9	100	10	6	2	6	71	170	17	4	9	46	26	7	58	11	16
Aqu2.1.37461_001	8	27	11	145	6	38	16	17	54	17	10	12	17	86	84	23	30	25	59	37	4	59	16	22
Aqu2.1.37462_001	0	26	4	39	0	8	4	2	33	5	2	5	3	32	64	8	6	0	16	23	0	7	1	6
Aqu2.1.37463_001	0	7	3	22	1	1	1	0	30	2	1	0	1	10	21	3	6	1	15	4	0	5	1	2
Aqu2.1.37464_001	0	0	3	9	1	1	1	6	0	9	3	1	1	15	34	1	6	1	6	7	2	3	0	0
Aqu2.1.37465_001	0	4	0	25	0	14	0	2	18	0	1	8	28	11	23	3	20	0	15	3	0	14	1	1
Aqu2.1.37466_001	5	11	2	38	0	18	11	9	40	8	1	15	17	42	46	2	11	4	31	51	3	15	8	1
Aqu2.1.37467_001	2	9	0	23	0	14	1	0	24	6	8	16	9	45	51	1	5	3	23	30	1	7	0	2
Aqu2.1.37468_001	4	4	2	34	1	9	0	1	17	2	2	14	2	34	56	2	6	1	21	17	1	16	4	2
Aqu2.1.37469_001	1	1	23	26	8	4	0	0	3	8	1	2	3	20	14	2	6	8	21	21	5	7	2	2
Aqu2.1.37470_001	0	1	0	11	0	2	0	1	1	0	0	3	1	5	3	1	3	1	12	2	1	4	0	0
Aqu2.1.37471_001	1	1	1	13	0	3	2	2	1	7	1	0	1	6	6	1	1	2	4	1	0	5	1	0
Aqu2.1.37472_001	1	7	4	30	1	7	2	1	13	7	7	0	1	35	30	4	6	1	18	15	5	6	3	7
Aqu2.1.37473_001	1	4	13	20	5	7	1	1	21	0	2	10	17	41	17	9	8	9	15	5	3	6	1	1
Aqu2.1.37474_001	12	33	7	213	4	19	7	13	27	11	7	6	32	78	90	8	46	14	50	27	11	75	17	10
Aqu2.1.37475_001	0	1	0	1	0	2	0	0	2	0	1	0	1	2	2	0	0	0	9	0	2	1	0	2
Aqu2.1.37476_001	2	13	5	11	3	29	2	3	97	5	10	38	109	217	281	57	34	16	12	11	12	44	14	7
Aqu2.1.37477_001	2	16	2	28	2	2	8	1	85	3	4	30	142	195	561	20	4	4	29	33	2	14	2	1
Aqu2.1.37478_001	4	3	8	17	0	1	1	0	8	0	2	1	3	11	28	2	1	2	13	10	0	5	8	11
Aqu2.1.37479_001	2	6	4	15	1	4	0	0	14	1	16	0	2	22	74	7	4	2	31	10	5	6	2	2
Aqu2.1.37480_001	0	4	0	12	1	3	0	2	2	2	0	0	2	23	26	0	6	0	5	17	7	3	1	1
Aqu2.1.37481_001	1	8	3	50	1	14	7	1	39	2	6	5	24	84	150	3	13	14	41	61	3	20	3	5
Aqu2.1.37482_001	6	14	9	67	2	24	1	3	29	17	3	4	11	42	32	7	7	6	43	23	2	33	14	11
Aqu2.1.37483_001	16	24	25	77	10	23	10	2	20	6	9	14	5	31	39	30	34	12	70	40	16	26	10	14
Aqu2.1.37484_001	2	3	3	25	0	2	3	0	1	1	2	0	0	7	10	0	4	0	7	4	2	3	2	2
Aqu2.1.37485_001	4	1	1	16	0	11	3	0	5	6	1	1	9	19	24	0	3	0	15	13	1	6	2	5
Aqu2.1.37486_001	4	8	1	35	2	10	3	4	82	3	10	1	30	136	239	32	11	7	36	11	2	8	3	4
Aqu2.1.37487_001	1	7	3	26	2	8	0	1	5	5	9	0	4	21	9	0	5	2	7	3	2	13	0	2
Aqu2.1.37488_001	2	12	0	17	1	5	3	0	132	3	2	11	9	76	218	12	7	2	7	15	2	9	1	2
Aqu2.1.37489_001	5	21	16	75	10	11	6	8	6	6	4	4	6	44	78	5	16	8	17	29	5	10	7	6
Aqu2.1.37490_001	0	15	2	10	1	14	1	0	19	3	0	4	0	6	48	2	8	0	7	7	2	6	0	0
Aqu2.1.37491_001	0	4	2	31	0	6	8	4	2	2	13	11	33	24	94	16	4	9	21	15	10	25	2	2
Aqu2.1.37492_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37493_001	0	0	2	9	0	3	0	0	42	2	2	10	22	53	281	5	2	0	14	6	1	7	11	5
Aqu2.1.37494_001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aqu2.1.37495_001	0	21	4	132	7	39	0	2	1	0	4	6	7	6	3	0	8	4	7	16	2	33	10	2
Aqu2.1.37496_001	4	11	3	45	0	19	7	4	33	11	26	12	13	40	70	13	20	7	36	36	12	10	6	3
Aqu2.1.37497_001	3	15	9	94	6	17	5	7	192	10	7	35	55	129	463	26	11	7	81	128	11	54	13	22
Aqu2.1.37498_001	7	9	4	32	1	5	0	8	45	17	1	1	15	33	128	10	2	4	51	56	1	27	9	2
Aqu2.1.37499_001	0	1	7	18	1	4	0	0	1	3	0	1	1	4	3	2	0	0	4	0	1	6	1	2
Aqu2.1.37500_001	2	16	8	47	2	17	1	3	13	2	4	6	17	30	44	4	11	6	21	33	8	13	3	4
Aqu2.1.37501_001	1	2	0	13	0	9	0	0	4	1	4	0	2	9	26	2	1	0	5	15	1	2	1	1
Aqu2.1.37502_001	1	2	2	21	2	3	3	8	0	0	2	0	3	9	6	0	3	1	1	1	0	4	0	2
Aqu2.1.37503_001	1	0	1	9	0	1	1	0	2	2	3	0	3	5	4	3	3	0	2	3	0	11	1	5
